user_id,gender,age,member_type
USER01938,男,27,会员
USER01939,女,41,普通
USER01940,女,38,普通
USER01941,男,22,普通
USER01942,女,48,普通
USER01943,男,36,会员
USER01944,男,50,普通
USER01945,男,38,普通
USER01946,男,37,普通
USER01947,女,55,普通
USER01948,男,53,普通
USER01949,女,42,普通
USER01950,男,62,普通
USER01951,女,54,会员
USER01952,男,29,普通
USER01953,男,65,会员
USER01954,女,25,普通
USER01955,女,38,普通
USER01956,女,29,普通
USER01957,女,22,普通
USER01958,女,38,普通
USER01959,男,23,普通
USER01960,男,55,会员
USER01961,男,27,普通
USER01962,女,52,普通
USER01963,女,30,普通
USER01964,女,37,普通
USER01965,女,45,会员
USER01966,女,23,普通
USER01967,女,26,会员
USER01968,男,41,会员
USER01969,男,18,会员
USER01970,女,25,会员
USER01971,男,33,普通
USER01972,女,58,普通
USER01973,女,43,普通
USER01974,男,60,普通
USER01975,男,30,普通
USER01976,女,44,普通
USER01977,男,26,普通
USER01978,男,27,会员
USER01979,女,60,普通
USER01980,男,23,普通
USER01981,女,47,会员
USER01982,女,57,普通
USER01983,女,53,会员
USER01984,女,40,普通
USER01985,女,56,普通
USER01986,女,64,普通
USER01987,女,44,会员
USER01988,女,20,会员
USER01989,女,63,普通
USER01990,女,62,普通
USER01991,女,47,普通
USER01992,男,33,普通
USER01993,男,61,普通
USER01994,女,57,普通
USER01995,女,52,会员
USER01996,女,47,普通
USER01997,女,54,会员
USER01998,女,40,会员
USER01999,女,36,普通
USER02000,女,64,会员
USER02001,女,21,普通
USER02002,男,54,普通
USER02003,女,65,普通
USER02004,女,49,普通
USER02005,男,35,普通
USER02006,女,35,会员
USER02007,男,65,普通
USER02008,男,55,会员
USER02009,女,41,会员
USER02010,女,62,普通
USER02011,男,51,会员
USER02012,女,23,会员
USER02013,男,49,会员
USER02014,女,42,普通
USER02015,女,64,普通
USER02016,男,54,会员
USER02017,女,21,普通
USER02018,男,21,普通
USER02019,女,48,普通
USER02020,男,42,普通
USER02021,女,48,普通
USER02022,女,18,普通
USER02023,女,42,普通
USER02024,男,24,会员
USER02025,女,45,普通
USER02026,女,39,普通
USER02027,男,34,普通
USER02028,女,47,会员
USER02029,男,64,普通
USER02030,男,51,普通
USER02031,男,38,普通
USER02032,男,22,普通
USER02033,男,51,普通
USER02034,女,40,普通
USER02035,女,34,普通
USER02036,男,57,普通
USER02037,男,56,普通
USER02038,男,23,会员
USER02039,男,42,普通
USER02040,男,25,普通
USER02041,女,36,普通
USER02042,男,58,普通
USER02043,女,45,普通
USER02044,女,34,普通
USER02045,男,35,会员
USER02046,女,42,普通
USER02047,男,34,会员
USER02048,女,29,普通
USER02049,女,30,普通
USER02050,男,59,普通
USER02051,男,52,会员
USER02052,男,57,普通
USER02053,女,63,普通
USER02054,男,22,普通
USER02055,女,46,普通
USER02056,女,27,普通
USER02057,男,20,普通
USER02058,女,27,会员
USER02059,女,54,普通
USER02060,女,48,普通
USER02061,男,52,普通
USER02062,女,62,会员
USER02063,女,25,普通
USER02064,女,39,普通
USER02065,女,21,普通
USER02066,男,41,普通
USER02067,女,23,会员
USER02068,女,59,普通
USER02069,男,42,普通
USER02070,女,62,普通
USER02071,男,58,普通
USER02072,女,23,会员
USER02073,女,65,普通
USER02074,男,30,普通
USER02075,男,49,普通
USER02076,女,49,普通
USER02077,女,19,普通
USER02078,男,39,会员
USER02079,男,43,普通
USER02080,女,61,会员
USER02081,男,65,普通
USER02082,男,20,会员
USER02083,女,59,普通
USER02084,男,33,会员
USER02085,男,18,普通
USER02086,男,37,会员
USER02087,男,47,普通
USER02088,男,24,普通
USER02089,男,22,会员
USER02090,女,39,会员
USER02091,女,38,普通
USER02092,男,38,会员
USER02093,男,20,普通
USER02094,女,22,普通
USER02095,男,44,普通
USER02096,女,53,普通
USER02097,男,55,普通
USER02098,男,58,普通
USER02099,男,19,会员
USER02100,男,18,普通
USER02101,男,63,普通
USER02102,女,44,普通
USER02103,女,62,普通
USER02104,男,58,普通
USER02105,女,44,普通
USER02106,男,57,普通
USER02107,男,63,普通
USER02108,男,58,会员
USER02109,女,40,普通
USER02110,男,30,普通
USER02111,男,57,普通
USER02112,男,47,会员
USER02113,男,35,普通
USER02114,男,27,普通
USER02115,女,49,普通
USER02116,男,21,普通
USER02117,女,31,普通
USER02118,女,57,会员
USER02119,女,20,普通
USER02120,男,52,普通
USER02121,男,49,普通
USER02122,男,33,会员
USER02123,女,44,普通
USER02124,女,32,会员
USER02125,女,32,普通
USER02126,女,30,普通
USER02127,男,22,普通
USER02128,女,21,会员
USER02129,男,31,会员
USER02130,女,29,普通
USER02131,男,47,会员
USER02132,女,35,普通
USER02133,男,20,普通
USER02134,男,35,普通
USER02135,女,47,普通
USER02136,女,32,会员
USER02137,男,58,会员
USER02138,男,54,会员
USER02139,男,23,普通
USER02140,女,31,普通
USER02141,女,35,普通
USER02142,女,65,会员
USER02143,男,38,普通
USER02144,男,55,会员
USER02145,男,44,会员
USER02146,男,48,会员
USER02147,男,45,普通
USER02148,女,62,会员
USER02149,女,49,普通
USER02150,男,62,会员
USER02151,男,26,普通
USER02152,男,59,会员
USER02153,男,48,普通
USER02154,男,63,普通
USER02155,男,47,普通
USER02156,男,63,普通
USER02157,女,58,普通
USER02158,男,58,普通
USER02159,女,51,普通
USER02160,女,35,普通
USER02161,男,61,普通
USER02162,女,65,会员
USER02163,女,21,普通
USER02164,女,47,普通
USER02165,女,41,普通
USER02166,男,53,会员
USER02167,男,26,会员
USER02168,男,52,普通
USER02169,女,65,会员
USER02170,男,65,会员
USER02171,女,40,会员
USER02172,女,35,普通
USER02173,女,40,普通
USER02174,男,48,会员
USER02175,女,46,普通
USER02176,男,30,会员
USER02177,女,23,普通
USER02178,男,36,会员
USER02179,男,24,普通
USER02180,男,62,普通
USER02181,男,31,普通
USER02182,男,36,普通
USER02183,男,48,普通
USER02184,女,65,普通
USER02185,女,30,普通
USER02186,男,51,普通
USER02187,女,55,普通
USER02188,女,49,普通
USER02189,女,47,普通
USER02190,男,37,普通
USER02191,女,32,普通
USER02192,女,21,普通
USER02193,女,47,会员
USER02194,男,63,普通
USER02195,男,29,会员
USER02196,男,28,普通
USER02197,男,38,普通
USER02198,女,34,普通
USER02199,男,53,会员
USER02200,女,40,普通
USER02201,女,52,会员
USER02202,女,25,会员
USER02203,女,49,会员
USER02204,女,38,普通
USER02205,女,59,会员
USER02206,女,36,会员
USER02207,男,54,会员
USER02208,女,39,普通
USER02209,女,20,普通
USER02210,男,37,普通
USER02211,男,46,普通
USER02212,女,21,普通
USER02213,男,55,普通
USER02214,女,30,普通
USER02215,女,61,普通
USER02216,男,50,普通
USER02217,女,38,普通
USER02218,男,60,普通
USER02219,男,63,会员
USER02220,女,42,普通
USER02221,女,40,普通
USER02222,女,53,普通
USER02223,女,65,会员
USER02224,女,36,普通
USER02225,女,64,会员
USER02226,男,55,普通
USER02227,男,31,普通
USER02228,女,22,会员
USER02229,女,23,普通
USER02230,女,44,普通
USER02231,女,63,普通
USER02232,男,30,普通
USER02233,女,36,普通
USER02234,男,37,会员
USER02235,女,49,普通
USER02236,女,32,普通
USER02237,男,27,普通
USER02238,女,25,普通
USER02239,女,44,普通
USER02240,男,19,普通
USER02241,女,49,会员
USER02242,男,56,会员
USER02243,女,54,普通
USER02244,女,58,普通
USER02245,男,41,普通
USER02246,男,34,普通
USER02247,男,27,普通
USER02248,男,40,普通
USER02249,女,41,普通
USER02250,女,21,普通
USER02251,男,50,普通
USER02252,男,24,普通
USER02253,男,52,普通
USER02254,女,61,会员
USER02255,女,61,普通
USER02256,女,24,普通
USER02257,女,27,普通
USER02258,女,41,会员
USER02259,女,39,会员
USER02260,男,24,普通
USER02261,男,30,会员
USER02262,男,44,普通
USER02263,男,25,会员
USER02264,男,48,普通
USER02265,女,26,会员
USER02266,女,29,会员
USER02267,男,65,会员
USER02268,男,26,会员
USER02269,男,62,普通
USER02270,男,31,普通
USER02271,男,45,普通
USER02272,男,22,普通
USER02273,女,45,普通
USER02274,男,20,会员
USER02275,男,48,普通
USER02276,女,20,普通
USER02277,男,24,会员
USER02278,男,55,会员
USER02279,男,60,普通
USER02280,男,27,会员
USER02281,女,55,普通
USER02282,男,50,会员
USER02283,男,50,普通
USER02284,男,55,会员
USER02285,男,63,普通
USER02286,女,28,会员
USER02287,男,64,普通
USER02288,男,50,会员
USER02289,女,41,普通
USER02290,男,46,普通
USER02291,男,29,会员
USER02292,女,45,普通
USER02293,男,44,普通
USER02294,女,25,普通
USER02295,男,49,会员
USER02296,女,53,会员
USER02297,男,38,普通
USER02298,女,36,普通
USER02299,女,61,会员
USER02300,女,32,普通
USER02301,女,45,普通
USER02302,男,48,会员
USER02303,女,29,普通
USER02304,女,61,普通
USER02305,女,51,普通
USER02306,男,25,普通
USER02307,女,62,普通
USER02308,男,65,会员
USER02309,男,22,普通
USER02310,男,39,普通
USER02311,女,25,普通
USER02312,女,64,普通
USER02313,女,59,会员
USER02314,女,48,普通
USER02315,女,49,普通
USER02316,男,47,普通
USER02317,女,49,普通
USER02318,男,19,普通
USER02319,男,22,普通
USER02320,男,29,普通
USER02321,女,27,普通
USER02322,男,22,普通
USER02323,女,47,普通
USER02324,女,49,普通
USER02325,女,52,普通
USER02326,男,45,会员
USER02327,男,42,普通
USER02328,女,46,普通
USER02329,男,29,普通
USER02330,女,63,普通
USER02331,女,26,普通
USER02332,女,49,会员
USER02333,女,60,普通
USER02334,女,48,普通
USER02335,男,50,普通
USER02336,女,49,普通
USER02337,女,57,普通
USER02338,女,38,普通
USER02339,男,26,会员
USER02340,女,65,普通
USER02341,女,42,普通
USER02342,女,40,普通
USER02343,男,60,普通
USER02344,男,59,普通
USER02345,男,62,普通
USER02346,女,25,普通
USER02347,男,52,普通
USER02348,女,60,会员
USER02349,女,35,普通
USER02350,女,55,普通
USER02351,女,42,普通
USER02352,女,54,普通
USER02353,女,24,普通
USER02354,男,39,普通
USER02355,女,28,普通
USER02356,女,45,普通
USER02357,男,52,普通
USER02358,女,21,普通
USER02359,女,32,普通
USER02360,男,63,会员
USER02361,男,55,普通
USER02362,男,54,会员
USER02363,女,45,普通
USER02364,男,59,会员
USER02365,女,45,普通
USER02366,女,30,普通
USER02367,女,57,普通
USER02368,男,19,普通
USER02369,男,54,普通
USER02370,女,35,会员
USER02371,女,54,会员
USER02372,男,51,普通
USER02373,女,27,普通
USER02374,女,45,普通
USER02375,男,58,普通
USER02376,女,35,会员
USER02377,男,34,普通
USER02378,男,43,普通
USER02379,男,30,普通
USER02380,女,47,普通
USER02381,女,45,普通
USER02382,男,30,普通
USER02383,男,19,普通
USER02384,女,60,普通
USER02385,男,64,普通
USER02386,男,21,会员
USER02387,男,38,普通
USER02388,男,44,会员
USER02389,男,43,会员
USER02390,男,33,普通
USER02391,男,51,普通
USER02392,女,49,会员
USER02393,男,56,普通
USER02394,女,39,会员
USER02395,女,65,会员
USER02396,女,31,普通
USER02397,男,31,会员
USER02398,女,44,普通
USER02399,男,49,普通
USER02400,男,38,普通
USER02401,女,61,普通
USER02402,女,27,普通
USER02403,女,37,普通
USER02404,男,65,普通
USER02405,男,62,会员
USER02406,男,34,普通
USER02407,女,58,会员
USER02408,女,61,普通
USER02409,男,46,普通
USER02410,女,34,普通
USER02411,男,37,普通
USER02412,男,46,普通
USER02413,女,20,普通
USER02414,男,49,普通
USER02415,女,39,会员
USER02416,男,28,普通
USER02417,男,40,普通
USER02418,女,47,普通
USER02419,男,59,普通
USER02420,女,59,普通
USER02421,女,30,普通
USER02422,女,54,普通
USER02423,男,33,普通
USER02424,男,56,普通
USER02425,女,46,普通
USER02426,男,34,普通
USER02427,女,36,普通
USER02428,女,41,普通
USER02429,女,54,普通
USER02430,男,53,普通
USER02431,男,23,会员
USER02432,男,34,会员
USER02433,男,21,普通
USER02434,女,56,普通
USER02435,男,41,普通
USER02436,男,18,会员
USER02437,女,47,会员
USER02438,女,25,普通
USER02439,男,30,会员
USER02440,女,36,会员
USER02441,女,26,普通
USER02442,男,56,普通
USER02443,女,64,普通
USER02444,女,29,普通
USER02445,男,19,普通
USER02446,女,33,普通
USER02447,男,41,普通
USER02448,女,23,普通
USER02449,男,38,会员
USER02450,女,61,普通
USER02451,女,63,普通
USER02452,女,22,普通
USER02453,男,21,普通
USER02454,男,48,会员
USER02455,男,18,普通
USER02456,女,37,会员
USER02457,女,26,会员
USER02458,男,55,普通
USER02459,男,50,普通
USER02460,女,47,普通
USER02461,女,63,普通
USER02462,男,34,普通
USER02463,男,26,普通
USER02464,女,65,普通
USER02465,女,36,会员
USER02466,女,57,会员
USER02467,女,51,普通
USER02468,男,38,会员
USER02469,女,27,普通
USER02470,女,21,普通
USER02471,男,32,普通
USER02472,女,34,普通
USER02473,女,45,普通
USER02474,女,20,普通
USER02475,女,47,普通
USER02476,男,25,普通
USER02477,男,36,普通
USER02478,男,65,普通
USER02479,女,54,会员
USER02480,男,55,会员
USER02481,男,51,会员
USER02482,男,44,会员
USER02483,男,49,普通
USER02484,女,19,普通
USER02485,男,43,普通
USER02486,男,38,普通
USER02487,男,47,会员
USER02488,女,47,普通
USER02489,女,56,普通
USER02490,女,20,普通
USER02491,女,38,会员
USER02492,男,31,会员
USER02493,女,38,会员
USER02494,男,53,会员
USER02495,女,23,普通
USER02496,男,33,会员
USER02497,女,23,普通
USER02498,男,28,普通
USER02499,女,36,普通
USER02500,男,25,普通
USER02501,女,65,会员
USER02502,女,61,普通
USER02503,女,60,普通
USER02504,女,50,普通
USER02505,女,42,普通
USER02506,女,23,会员
USER02507,女,57,普通
USER02508,女,23,普通
USER02509,女,47,普通
USER02510,男,49,普通
USER02511,男,36,普通
USER02512,男,48,普通
USER02513,男,61,会员
USER02514,男,51,普通
USER02515,男,53,普通
USER02516,男,50,普通
USER02517,女,44,普通
USER02518,女,40,普通
USER02519,男,50,普通
USER02520,女,29,会员
USER02521,女,20,普通
USER02522,女,38,普通
USER02523,女,60,普通
USER02524,女,39,会员
USER02525,男,31,普通
USER02526,女,61,普通
USER02527,男,18,普通
USER02528,男,28,普通
USER02529,女,62,普通
USER02530,女,37,普通
USER02531,女,62,普通
USER02532,女,37,普通
USER02533,男,18,普通
USER02534,男,62,会员
USER02535,男,31,普通
USER02536,男,59,普通
USER02537,男,23,普通
USER02538,女,27,普通
USER02539,男,25,普通
USER02540,男,65,会员
USER02541,女,48,普通
USER02542,女,55,普通
USER02543,女,54,会员
USER02544,女,21,普通
USER02545,男,58,会员
USER02546,女,44,会员
USER02547,女,20,普通
USER02548,女,50,普通
USER02549,女,32,会员
USER02550,男,45,普通
USER02551,男,35,会员
USER02552,女,48,普通
USER02553,女,46,普通
USER02554,男,28,普通
USER02555,男,48,普通
USER02556,男,50,普通
USER02557,女,56,会员
USER02558,女,26,会员
USER02559,女,44,会员
USER02560,女,48,会员
USER02561,男,57,普通
USER02562,男,60,普通
USER02563,男,30,普通
USER02564,女,24,会员
USER02565,女,37,普通
USER02566,男,19,普通
USER02567,女,40,普通
USER02568,男,50,普通
USER02569,男,39,普通
USER02570,男,25,普通
USER02571,女,34,会员
USER02572,女,20,会员
USER02573,女,27,会员
USER02574,男,63,普通
USER02575,女,47,会员
USER02576,男,24,会员
USER02577,男,53,普通
USER02578,男,28,普通
USER02579,男,41,普通
USER02580,女,63,普通
USER02581,女,64,会员
USER02582,男,59,普通
USER02583,男,25,会员
USER02584,女,44,会员
USER02585,男,33,会员
USER02586,女,39,普通
USER02587,男,23,普通
USER02588,女,41,普通
USER02589,男,27,会员
USER02590,女,32,普通
USER02591,女,44,会员
USER02592,女,51,会员
USER02593,女,19,普通
USER02594,男,63,会员
USER02595,男,23,普通
USER02596,女,28,普通
USER02597,女,20,普通
USER02598,男,54,普通
USER02599,女,44,普通
USER02600,女,64,会员
USER02601,女,18,会员
USER02602,男,62,普通
USER02603,男,52,普通
USER02604,女,62,普通
USER02605,女,30,会员
USER02606,男,20,普通
USER02607,女,64,会员
USER02608,男,51,会员
USER02609,女,31,普通
USER02610,女,51,普通
USER02611,男,19,普通
USER02612,女,33,会员
USER02613,女,64,普通
USER02614,男,64,普通
USER02615,女,34,普通
USER02616,女,25,普通
USER02617,男,46,普通
USER02618,男,47,普通
USER02619,男,65,会员
USER02620,男,40,普通
USER02621,男,63,普通
USER02622,男,24,普通
USER02623,男,41,普通
USER02624,男,63,普通
USER02625,女,23,普通
USER02626,女,26,普通
USER02627,女,22,普通
USER02628,女,55,普通
USER02629,女,34,普通
USER02630,女,46,普通
USER02631,女,64,会员
USER02632,男,27,普通
USER02633,女,63,普通
USER02634,男,62,普通
USER02635,女,20,会员
USER02636,女,25,普通
USER02637,女,25,普通
USER02638,女,20,普通
USER02639,男,41,普通
USER02640,女,37,普通
USER02641,男,27,普通
USER02642,女,21,会员
USER02643,女,36,普通
USER02644,女,18,普通
USER02645,女,22,会员
USER02646,女,48,普通
USER02647,女,39,会员
USER02648,女,64,会员
USER02649,男,26,普通
USER02650,女,46,普通
USER02651,男,64,普通
USER02652,女,42,普通
USER02653,女,39,普通
USER02654,女,65,普通
USER02655,男,28,会员
USER02656,女,53,普通
USER02657,男,30,会员
USER02658,男,54,普通
USER02659,女,50,会员
USER02660,男,60,会员
USER02661,男,19,普通
USER02662,男,33,会员
USER02663,女,23,会员
USER02664,女,43,普通
USER02665,女,19,普通
USER02666,男,44,普通
USER02667,女,42,普通
USER02668,男,24,普通
USER02669,女,27,普通
USER02670,男,27,普通
USER02671,女,61,普通
USER02672,女,29,普通
USER02673,男,37,普通
USER02674,女,27,普通
USER02675,女,34,普通
USER02676,男,21,普通
USER02677,男,49,普通
USER02678,女,25,普通
USER02679,女,47,普通
USER02680,男,48,普通
USER02681,男,19,普通
USER02682,男,33,会员
USER02683,男,37,普通
USER02684,女,23,会员
USER02685,男,27,普通
USER02686,男,33,普通
USER02687,女,53,普通
USER02688,男,47,会员
USER02689,女,59,会员
USER02690,男,21,会员
USER02691,女,35,普通
USER02692,女,40,会员
USER02693,男,55,会员
USER02694,女,20,普通
USER02695,男,37,普通
USER02696,男,26,会员
USER02697,女,45,普通
USER02698,女,61,会员
USER02699,女,63,普通
USER02700,男,60,会员
USER02701,女,31,普通
USER02702,女,19,会员
USER02703,男,59,会员
USER02704,女,18,会员
USER02705,男,44,普通
USER02706,女,43,普通
USER02707,男,52,普通
USER02708,女,61,普通
USER02709,女,56,普通
USER02710,男,62,会员
USER02711,男,47,普通
USER02712,男,46,普通
USER02713,男,35,普通
USER02714,女,30,普通
USER02715,女,63,普通
USER02716,女,41,普通
USER02717,女,63,会员
USER02718,男,18,普通
USER02719,女,25,会员
USER02720,女,28,普通
USER02721,男,22,普通
USER02722,男,26,普通
USER02723,男,51,会员
USER02724,女,30,会员
USER02725,男,62,普通
USER02726,女,61,普通
USER02727,女,18,会员
USER02728,男,38,普通
USER02729,女,35,普通
USER02730,女,49,普通
USER02731,男,64,普通
USER02732,女,44,普通
USER02733,女,18,普通
USER02734,女,23,会员
USER02735,男,65,普通
USER02736,女,22,会员
USER02737,男,28,普通
USER02738,男,58,普通
USER02739,男,48,普通
USER02740,男,55,会员
USER02741,女,34,普通
USER02742,女,33,会员
USER02743,男,39,普通
USER02744,男,22,会员
USER02745,女,24,普通
USER02746,男,23,会员
USER02747,男,42,普通
USER02748,男,26,普通
USER02749,女,21,普通
USER02750,女,22,普通
USER02751,男,53,普通
USER02752,女,43,普通
USER02753,女,32,会员
USER02754,男,47,普通
USER02755,女,57,普通
USER02756,女,59,会员
USER02757,男,47,普通
USER02758,男,24,普通
USER02759,男,55,会员
USER02760,男,54,普通
USER02761,女,40,普通
USER02762,女,29,普通
USER02763,男,21,普通
USER02764,女,50,会员
USER02765,女,37,普通
USER02766,男,27,普通
USER02767,女,36,普通
USER02768,男,51,普通
USER02769,男,21,普通
USER02770,男,45,普通
USER02771,男,58,会员
USER02772,男,39,普通
USER02773,女,62,普通
USER02774,女,56,普通
USER02775,女,57,普通
USER02776,女,28,普通
USER02777,男,49,普通
USER02778,男,58,普通
USER02779,男,47,普通
USER02780,男,48,会员
USER02781,女,65,普通
USER02782,女,29,会员
USER02783,男,41,普通
USER02784,女,19,普通
USER02785,男,36,普通
USER02786,女,20,会员
USER02787,男,30,普通
USER02788,男,34,会员
USER02789,女,53,普通
USER02790,男,19,普通
USER02791,女,24,普通
USER02792,男,42,普通
USER02793,男,39,会员
USER02794,女,47,普通
USER02795,女,60,普通
USER02796,女,63,普通
USER02797,男,26,会员
USER02798,男,52,普通
USER02799,女,38,普通
USER02800,男,20,会员
USER02801,男,52,普通
USER02802,男,38,普通
USER02803,女,26,会员
USER02804,女,31,会员
USER02805,女,60,普通
USER02806,男,50,普通
USER02807,女,49,普通
USER02808,男,38,会员
USER02809,女,63,会员
USER02810,女,35,普通
USER02811,男,31,普通
USER02812,男,46,会员
USER02813,女,31,普通
USER02814,女,54,普通
USER02815,女,34,普通
USER02816,男,23,普通
USER02817,女,32,普通
USER02818,女,50,普通
USER02819,女,46,普通
USER02820,女,41,会员
USER02821,女,35,普通
USER02822,男,46,普通
USER02823,男,40,会员
USER02824,女,50,普通
USER02825,男,35,会员
USER02826,男,25,普通
USER02827,男,52,普通
USER02828,男,61,普通
USER02829,女,65,会员
USER02830,女,30,会员
USER02831,男,63,会员
USER02832,女,18,会员
USER02833,女,40,会员
USER02834,女,43,会员
USER02835,男,48,普通
USER02836,男,43,普通
USER02837,男,48,普通
USER02838,女,64,会员
USER02839,女,23,普通
USER02840,男,45,会员
USER02841,女,31,普通
USER02842,男,41,普通
USER02843,男,37,会员
USER02844,男,49,会员
USER02845,女,39,普通
USER02846,女,61,会员
USER02847,女,38,普通
USER02848,男,26,普通
USER02849,女,54,普通
USER02850,女,42,普通
USER02851,女,22,普通
USER02852,男,48,普通
USER02853,女,58,会员
USER02854,男,28,普通
USER02855,男,20,会员
USER02856,女,19,普通
USER02857,男,42,普通
USER02858,男,36,普通
USER02859,男,47,普通
USER02860,男,28,普通
USER02861,女,43,普通
USER02862,男,26,普通
USER02863,女,65,普通
USER02864,男,26,会员
USER02865,女,45,会员
USER02866,女,28,普通
USER02867,女,55,普通
USER02868,女,35,普通
USER02869,男,46,普通
USER02870,女,56,会员
USER02871,女,54,会员
USER02872,女,47,普通
USER02873,男,36,普通
USER02874,女,40,会员
USER02875,女,43,普通
USER02876,男,44,普通
USER02877,女,47,普通
USER02878,男,62,普通
USER02879,女,62,会员
USER02880,男,28,普通
USER02881,女,60,会员
USER02882,男,49,普通
USER02883,男,41,普通
USER02884,男,50,会员
USER02885,女,44,普通
USER02886,女,31,普通
USER02887,女,19,普通
USER02888,女,42,普通
USER02889,女,30,普通
USER02890,男,34,普通
USER02891,男,38,普通
USER02892,女,49,普通
USER02893,男,53,普通
USER02894,女,26,普通
USER02895,女,28,普通
USER02896,男,56,普通
USER02897,女,25,普通
USER02898,女,28,普通
USER02899,男,61,普通
USER02900,女,40,普通
USER02901,男,61,普通
USER02902,女,62,普通
USER02903,男,42,普通
USER02904,女,21,普通
USER02905,男,42,会员
USER02906,男,41,会员
USER02907,男,23,普通
USER02908,男,18,普通
USER02909,男,61,普通
USER02910,男,24,会员
USER02911,男,64,普通
USER02912,女,50,普通
USER02913,女,38,普通
USER02914,男,57,普通
USER02915,女,45,普通
USER02916,男,24,普通
USER02917,男,18,普通
USER02918,女,18,普通
USER02919,女,32,普通
USER02920,女,59,普通
USER02921,男,22,会员
USER02922,女,37,会员
USER02923,女,24,会员
USER02924,男,34,会员
USER02925,女,58,普通
USER02926,男,39,普通
USER02927,女,60,普通
USER02928,女,19,普通
USER02929,女,42,普通
USER02930,男,50,普通
USER02931,男,32,普通
USER02932,男,37,普通
USER02933,女,33,普通
USER02934,男,26,普通
USER02935,女,30,普通
USER02936,男,59,普通
USER02937,女,65,会员
USER02938,男,35,普通
USER02939,男,51,会员
USER02940,女,59,会员
USER02941,男,32,会员
USER02942,女,39,普通
USER02943,男,60,会员
USER02944,男,56,会员
USER02945,女,29,普通
USER02946,男,22,会员
USER02947,男,30,普通
USER02948,男,31,普通
USER02949,男,55,普通
USER02950,男,33,普通
USER02951,女,64,普通
USER02952,男,64,普通
USER02953,女,29,普通
USER02954,女,36,普通
USER02955,男,35,会员
USER02956,女,23,会员
USER02957,女,43,普通
USER02958,女,46,普通
USER02959,女,27,会员
USER02960,女,19,会员
USER02961,女,23,会员
USER02962,女,56,普通
USER02963,男,34,普通
USER02964,女,47,普通
USER02965,女,22,普通
USER02966,女,30,普通
USER02967,男,18,普通
USER02968,女,49,普通
USER02969,女,43,会员
USER02970,女,42,普通
USER02971,男,44,会员
USER02972,男,42,会员
USER02973,男,30,会员
USER02974,女,64,普通
USER02975,女,58,普通
USER02976,男,59,普通
USER02977,女,65,普通
USER02978,女,20,会员
USER02979,女,58,会员
USER02980,男,62,普通
USER02981,男,34,普通
USER02982,男,34,普通
USER02983,男,18,普通
USER02984,男,59,会员
USER02985,女,43,会员
USER02986,男,51,会员
USER02987,女,28,会员
USER02988,女,62,普通
USER02989,女,55,普通
USER02990,女,64,会员
USER02991,男,58,普通
USER02992,女,27,普通
USER02993,男,65,普通
USER02994,女,18,会员
USER02995,女,18,普通
USER02996,女,51,普通
USER02997,女,64,普通
USER02998,男,41,普通
USER02999,男,30,普通
USER03000,男,46,普通
USER03001,男,29,普通
USER03002,男,30,普通
USER03003,女,46,普通
USER03004,男,58,普通
USER03005,女,23,普通
USER03006,女,22,普通
USER03007,男,48,普通
USER03008,男,18,普通
USER03009,男,60,普通
USER03010,男,24,普通
USER03011,男,42,普通
USER03012,女,49,普通
USER03013,女,56,普通
USER03014,女,61,会员
USER03015,女,33,会员
USER03016,女,42,普通
USER03017,女,39,会员
USER03018,男,47,会员
USER03019,女,64,会员
USER03020,男,19,普通
USER03021,女,62,会员
USER03022,男,41,普通
USER03023,女,50,普通
USER03024,男,18,会员
USER03025,女,19,普通
USER03026,男,65,普通
USER03027,女,32,普通
USER03028,女,65,普通
USER03029,男,40,普通
USER03030,女,60,会员
USER03031,男,64,普通
USER03032,男,63,普通
USER03033,男,26,普通
USER03034,男,37,会员
USER03035,女,28,会员
USER03036,男,48,普通
USER03037,男,33,普通
USER03038,男,24,普通
USER03039,男,28,会员
USER03040,女,42,会员
USER03041,男,64,普通
USER03042,女,60,普通
USER03043,男,52,普通
USER03044,女,23,会员
USER03045,女,32,会员
USER03046,男,59,普通
USER03047,女,59,普通
USER03048,女,32,普通
USER03049,男,36,普通
USER03050,男,39,会员
USER03051,男,65,会员
USER03052,女,26,会员
USER03053,女,54,会员
USER03054,女,21,普通
USER03055,男,42,会员
USER03056,女,41,会员
USER03057,男,51,普通
USER03058,男,24,普通
USER03059,女,38,普通
USER03060,女,32,普通
USER03061,女,27,普通
USER03062,男,65,普通
USER03063,男,56,普通
USER03064,男,35,会员
USER03065,女,58,会员
USER03066,女,36,会员
USER03067,女,21,会员
USER03068,女,27,会员
USER03069,男,64,会员
USER03070,男,62,会员
USER03071,男,49,会员
USER03072,女,60,会员
USER03073,男,19,普通
USER03074,女,45,普通
USER03075,女,43,普通
USER03076,女,36,普通
USER03077,男,62,会员
USER03078,女,24,普通
USER03079,男,63,普通
USER03080,男,54,普通
USER03081,女,36,会员
USER03082,男,31,会员
USER03083,男,65,普通
USER03084,女,64,会员
USER03085,男,61,会员
USER03086,男,42,会员
USER03087,女,61,会员
USER03088,男,24,普通
USER03089,女,29,会员
USER03090,男,50,普通
USER03091,女,27,普通
USER03092,女,33,普通
USER03093,男,43,普通
USER03094,男,59,会员
USER03095,男,47,会员
USER03096,女,35,普通
USER03097,女,41,普通
USER03098,男,23,普通
USER03099,男,19,普通
USER03100,女,35,普通
USER03101,男,55,普通
USER03102,女,59,会员
