bike_id,bike_type,status
BIKE00997,普通车,正常
BIKE00998,普通车,正常
BIKE00999,普通车,损坏
BIKE01000,助力车,正常
BIKE01001,助力车,正常
BIKE01002,普通车,正常
BIKE01003,普通车,正常
BIKE01004,助力车,正常
BIKE01005,助力车,正常
BIKE01006,助力车,正常
BIKE01007,助力车,正常
BIKE01008,普通车,正常
BIKE01009,助力车,正常
BIKE01010,普通车,正常
BIKE01011,助力车,正常
BIKE01012,助力车,正常
BIKE01013,普通车,正常
BIKE01014,普通车,正常
BIKE01015,普通车,正常
BIKE01016,助力车,正常
BIKE01017,普通车,正常
BIKE01018,普通车,维修
BIKE01019,普通车,正常
BIKE01020,助力车,正常
BIKE01021,普通车,正常
BIKE01022,助力车,正常
BIKE01023,普通车,正常
BIKE01024,助力车,正常
BIKE01025,普通车,正常
BIKE01026,普通车,正常
BIKE01027,普通车,正常
BIKE01028,助力车,正常
BIKE01029,助力车,正常
BIKE01030,普通车,正常
BIKE01031,普通车,维修
BIKE01032,普通车,正常
BIKE01033,普通车,正常
BIKE01034,普通车,正常
BIKE01035,普通车,正常
BIKE01036,助力车,正常
BIKE01037,普通车,正常
BIKE01038,普通车,正常
BIKE01039,助力车,正常
BIKE01040,普通车,正常
BIKE01041,普通车,正常
BIKE01042,普通车,正常
BIKE01043,普通车,正常
BIKE01044,普通车,损坏
BIKE01045,助力车,正常
BIKE01046,普通车,正常
BIKE01047,普通车,维修
BIKE01048,普通车,正常
BIKE01049,助力车,正常
BIKE01050,普通车,正常
BIKE01051,助力车,正常
BIKE01052,普通车,正常
BIKE01053,普通车,正常
BIKE01054,普通车,正常
BIKE01055,普通车,正常
BIKE01056,普通车,正常
BIKE01057,助力车,正常
BIKE01058,普通车,正常
BIKE01059,普通车,正常
BIKE01060,普通车,正常
BIKE01061,普通车,正常
BIKE01062,助力车,正常
BIKE01063,普通车,正常
BIKE01064,普通车,维修
BIKE01065,普通车,正常
BIKE01066,普通车,正常
BIKE01067,助力车,正常
BIKE01068,助力车,正常
BIKE01069,助力车,正常
BIKE01070,普通车,正常
BIKE01071,普通车,正常
BIKE01072,普通车,正常
BIKE01073,普通车,正常
BIKE01074,助力车,正常
BIKE01075,普通车,正常
BIKE01076,助力车,正常
BIKE01077,普通车,正常
BIKE01078,助力车,正常
BIKE01079,助力车,正常
BIKE01080,助力车,正常
BIKE01081,助力车,正常
BIKE01082,助力车,正常
BIKE01083,助力车,正常
BIKE01084,助力车,正常
BIKE01085,普通车,正常
BIKE01086,助力车,正常
BIKE01087,普通车,正常
BIKE01088,普通车,正常
BIKE01089,普通车,正常
BIKE01090,普通车,正常
BIKE01091,普通车,正常
BIKE01092,普通车,正常
BIKE01093,助力车,正常
BIKE01094,助力车,正常
BIKE01095,助力车,正常
BIKE01096,助力车,正常
BIKE01097,普通车,正常
BIKE01098,助力车,正常
BIKE01099,助力车,正常
BIKE01100,助力车,正常
BIKE01101,助力车,正常
BIKE01102,助力车,正常
BIKE01103,普通车,正常
BIKE01104,普通车,正常
BIKE01105,普通车,正常
BIKE01106,普通车,正常
BIKE01107,普通车,正常
BIKE01108,普通车,正常
BIKE01109,助力车,正常
BIKE01110,助力车,正常
BIKE01111,助力车,正常
BIKE01112,普通车,损坏
BIKE01113,普通车,正常
BIKE01114,助力车,正常
BIKE01115,普通车,正常
BIKE01116,普通车,正常
BIKE01117,普通车,正常
BIKE01118,普通车,正常
BIKE01119,普通车,正常
BIKE01120,普通车,正常
BIKE01121,普通车,正常
BIKE01122,普通车,正常
BIKE01123,普通车,正常
BIKE01124,普通车,维修
BIKE01125,助力车,正常
BIKE01126,普通车,维修
BIKE01127,普通车,正常
BIKE01128,助力车,正常
BIKE01129,普通车,正常
BIKE01130,助力车,正常
BIKE01131,助力车,维修
BIKE01132,普通车,正常
BIKE01133,普通车,正常
BIKE01134,普通车,正常
BIKE01135,助力车,正常
BIKE01136,普通车,正常
BIKE01137,助力车,正常
BIKE01138,普通车,正常
BIKE01139,普通车,正常
BIKE01140,助力车,正常
BIKE01141,助力车,正常
BIKE01142,普通车,维修
BIKE01143,普通车,正常
BIKE01144,普通车,正常
BIKE01145,普通车,正常
BIKE01146,普通车,正常
BIKE01147,普通车,正常
BIKE01148,普通车,正常
BIKE01149,普通车,正常
BIKE01150,助力车,正常
BIKE01151,普通车,正常
BIKE01152,普通车,正常
BIKE01153,助力车,正常
BIKE01154,助力车,正常
BIKE01155,助力车,正常
BIKE01156,助力车,正常
BIKE01157,普通车,正常
BIKE01158,普通车,正常
BIKE01159,助力车,正常
BIKE01160,助力车,正常
BIKE01161,普通车,正常
BIKE01162,普通车,正常
BIKE01163,普通车,正常
BIKE01164,普通车,正常
BIKE01165,普通车,正常
BIKE01166,普通车,正常
BIKE01167,助力车,正常
BIKE01168,普通车,正常
BIKE01169,普通车,正常
BIKE01170,普通车,正常
BIKE01171,助力车,正常
BIKE01172,助力车,正常
BIKE01173,普通车,正常
BIKE01174,普通车,正常
BIKE01175,普通车,正常
BIKE01176,助力车,正常
BIKE01177,助力车,正常
BIKE01178,普通车,正常
BIKE01179,普通车,正常
BIKE01180,普通车,正常
BIKE01181,普通车,正常
BIKE01182,普通车,正常
BIKE01183,普通车,正常
BIKE01184,普通车,正常
BIKE01185,助力车,正常
BIKE01186,普通车,正常
BIKE01187,助力车,正常
BIKE01188,普通车,损坏
BIKE01189,普通车,正常
BIKE01190,普通车,正常
BIKE01191,普通车,正常
BIKE01192,普通车,正常
BIKE01193,助力车,正常
BIKE01194,普通车,正常
BIKE01195,普通车,正常
BIKE01196,助力车,正常
BIKE01197,助力车,正常
BIKE01198,普通车,维修
BIKE01199,普通车,正常
BIKE01200,普通车,正常
BIKE01201,普通车,正常
BIKE01202,普通车,正常
BIKE01203,普通车,正常
BIKE01204,普通车,正常
BIKE01205,普通车,正常
BIKE01206,助力车,正常
BIKE01207,普通车,正常
BIKE01208,普通车,正常
BIKE01209,普通车,正常
BIKE01210,普通车,正常
BIKE01211,普通车,正常
BIKE01212,普通车,正常
BIKE01213,普通车,正常
BIKE01214,普通车,正常
BIKE01215,普通车,正常
BIKE01216,普通车,正常
BIKE01217,普通车,正常
BIKE01218,普通车,正常
BIKE01219,普通车,正常
BIKE01220,普通车,正常
BIKE01221,普通车,正常
BIKE01222,普通车,正常
BIKE01223,助力车,正常
BIKE01224,助力车,正常
BIKE01225,助力车,维修
BIKE01226,普通车,正常
BIKE01227,助力车,正常
BIKE01228,助力车,维修
BIKE01229,助力车,维修
BIKE01230,助力车,正常
BIKE01231,普通车,正常
BIKE01232,普通车,正常
BIKE01233,助力车,正常
BIKE01234,普通车,正常
BIKE01235,普通车,正常
BIKE01236,普通车,正常
BIKE01237,普通车,正常
BIKE01238,普通车,正常
BIKE01239,普通车,正常
BIKE01240,助力车,正常
BIKE01241,助力车,维修
BIKE01242,助力车,正常
BIKE01243,普通车,维修
BIKE01244,普通车,正常
BIKE01245,普通车,正常
BIKE01246,助力车,正常
BIKE01247,助力车,正常
BIKE01248,普通车,正常
BIKE01249,普通车,正常
BIKE01250,助力车,正常
BIKE01251,普通车,正常
BIKE01252,助力车,正常
BIKE01253,普通车,正常
BIKE01254,普通车,正常
BIKE01255,普通车,维修
BIKE01256,普通车,正常
BIKE01257,普通车,正常
BIKE01258,助力车,正常
BIKE01259,助力车,维修
BIKE01260,普通车,正常
BIKE01261,普通车,正常
BIKE01262,普通车,正常
BIKE01263,普通车,正常
BIKE01264,普通车,正常
BIKE01265,助力车,维修
BIKE01266,普通车,正常
BIKE01267,普通车,正常
BIKE01268,普通车,正常
BIKE01269,助力车,正常
BIKE01270,普通车,正常
BIKE01271,普通车,正常
BIKE01272,助力车,损坏
BIKE01273,助力车,正常
BIKE01274,普通车,维修
BIKE01275,助力车,正常
BIKE01276,普通车,正常
BIKE01277,助力车,正常
BIKE01278,助力车,正常
BIKE01279,助力车,维修
BIKE01280,助力车,正常
BIKE01281,普通车,正常
BIKE01282,普通车,正常
BIKE01283,普通车,正常
BIKE01284,普通车,正常
BIKE01285,普通车,正常
BIKE01286,助力车,正常
BIKE01287,助力车,正常
BIKE01288,助力车,正常
BIKE01289,普通车,正常
BIKE01290,助力车,正常
BIKE01291,普通车,正常
BIKE01292,普通车,维修
BIKE01293,普通车,正常
BIKE01294,普通车,正常
BIKE01295,普通车,正常
BIKE01296,普通车,正常
BIKE01297,普通车,正常
BIKE01298,助力车,维修
BIKE01299,普通车,正常
BIKE01300,普通车,维修
BIKE01301,普通车,正常
BIKE01302,助力车,正常
BIKE01303,助力车,正常
BIKE01304,普通车,正常
BIKE01305,助力车,正常
BIKE01306,普通车,正常
BIKE01307,普通车,正常
BIKE01308,助力车,正常
BIKE01309,助力车,正常
BIKE01310,普通车,正常
BIKE01311,普通车,正常
BIKE01312,普通车,正常
BIKE01313,普通车,正常
BIKE01314,助力车,正常
BIKE01315,助力车,正常
BIKE01316,普通车,正常
BIKE01317,助力车,正常
BIKE01318,普通车,损坏
BIKE01319,普通车,正常
BIKE01320,助力车,正常
BIKE01321,普通车,维修
BIKE01322,助力车,正常
BIKE01323,普通车,正常
BIKE01324,普通车,正常
BIKE01325,助力车,正常
BIKE01326,普通车,正常
BIKE01327,助力车,损坏
BIKE01328,助力车,正常
BIKE01329,助力车,正常
BIKE01330,助力车,正常
BIKE01331,助力车,正常
BIKE01332,普通车,维修
BIKE01333,助力车,正常
BIKE01334,助力车,正常
BIKE01335,助力车,维修
BIKE01336,普通车,正常
BIKE01337,助力车,正常
BIKE01338,普通车,正常
BIKE01339,助力车,正常
BIKE01340,普通车,正常
BIKE01341,普通车,正常
BIKE01342,普通车,正常
BIKE01343,普通车,正常
BIKE01344,普通车,正常
BIKE01345,助力车,正常
BIKE01346,普通车,正常
BIKE01347,普通车,正常
BIKE01348,助力车,正常
BIKE01349,普通车,正常
BIKE01350,助力车,正常
BIKE01351,普通车,维修
BIKE01352,助力车,正常
BIKE01353,普通车,正常
BIKE01354,助力车,正常
BIKE01355,普通车,正常
BIKE01356,助力车,正常
BIKE01357,助力车,正常
BIKE01358,普通车,正常
BIKE01359,普通车,正常
BIKE01360,普通车,正常
BIKE01361,普通车,损坏
BIKE01362,普通车,正常
BIKE01363,普通车,正常
BIKE01364,普通车,正常
BIKE01365,助力车,维修
BIKE01366,助力车,正常
BIKE01367,助力车,正常
BIKE01368,普通车,正常
BIKE01369,助力车,正常
BIKE01370,普通车,维修
BIKE01371,助力车,正常
BIKE01372,普通车,正常
BIKE01373,普通车,正常
BIKE01374,普通车,正常
BIKE01375,普通车,正常
BIKE01376,普通车,正常
BIKE01377,普通车,正常
BIKE01378,助力车,正常
BIKE01379,普通车,正常
BIKE01380,普通车,正常
BIKE01381,普通车,正常
BIKE01382,普通车,正常
BIKE01383,普通车,正常
BIKE01384,普通车,正常
BIKE01385,普通车,正常
BIKE01386,普通车,维修
BIKE01387,普通车,正常
BIKE01388,助力车,正常
BIKE01389,普通车,正常
BIKE01390,普通车,正常
BIKE01391,助力车,正常
BIKE01392,普通车,正常
BIKE01393,普通车,维修
BIKE01394,普通车,维修
BIKE01395,普通车,正常
BIKE01396,普通车,正常
BIKE01397,助力车,正常
BIKE01398,助力车,正常
BIKE01399,助力车,正常
BIKE01400,普通车,正常
BIKE01401,普通车,正常
BIKE01402,普通车,正常
BIKE01403,普通车,正常
BIKE01404,普通车,正常
BIKE01405,普通车,正常
BIKE01406,普通车,正常
BIKE01407,普通车,正常
BIKE01408,助力车,正常
BIKE01409,助力车,正常
BIKE01410,助力车,正常
BIKE01411,普通车,正常
BIKE01412,普通车,正常
BIKE01413,普通车,正常
BIKE01414,普通车,维修
BIKE01415,普通车,正常
BIKE01416,助力车,正常
BIKE01417,普通车,正常
BIKE01418,助力车,正常
BIKE01419,普通车,正常
BIKE01420,普通车,正常
BIKE01421,普通车,正常
BIKE01422,普通车,正常
BIKE01423,助力车,正常
BIKE01424,助力车,正常
BIKE01425,普通车,正常
BIKE01426,普通车,正常
BIKE01427,助力车,正常
BIKE01428,普通车,正常
BIKE01429,普通车,正常
BIKE01430,普通车,正常
BIKE01431,普通车,正常
BIKE01432,普通车,正常
BIKE01433,普通车,正常
BIKE01434,助力车,正常
BIKE01435,普通车,正常
BIKE01436,普通车,正常
BIKE01437,普通车,正常
BIKE01438,普通车,正常
BIKE01439,普通车,正常
BIKE01440,助力车,正常
BIKE01441,普通车,正常
BIKE01442,普通车,正常
BIKE01443,助力车,正常
BIKE01444,普通车,正常
BIKE01445,助力车,正常
BIKE01446,助力车,正常
BIKE01447,普通车,正常
BIKE01448,普通车,正常
BIKE01449,普通车,正常
BIKE01450,普通车,正常
BIKE01451,普通车,正常
BIKE01452,助力车,正常
BIKE01453,助力车,维修
BIKE01454,普通车,正常
BIKE01455,普通车,正常
BIKE01456,助力车,正常
BIKE01457,普通车,正常
BIKE01458,普通车,正常
BIKE01459,普通车,维修
BIKE01460,普通车,维修
BIKE01461,普通车,正常
BIKE01462,普通车,正常
BIKE01463,普通车,正常
BIKE01464,普通车,正常
BIKE01465,助力车,正常
BIKE01466,普通车,正常
BIKE01467,普通车,正常
BIKE01468,普通车,正常
BIKE01469,普通车,正常
BIKE01470,普通车,维修
BIKE01471,普通车,正常
BIKE01472,普通车,正常
BIKE01473,普通车,正常
BIKE01474,普通车,正常
BIKE01475,普通车,正常
BIKE01476,普通车,正常
BIKE01477,普通车,正常
BIKE01478,普通车,正常
BIKE01479,普通车,正常
BIKE01480,普通车,正常
BIKE01481,普通车,正常
BIKE01482,普通车,正常
BIKE01483,普通车,正常
BIKE01484,普通车,维修
BIKE01485,普通车,正常
BIKE01486,普通车,正常
BIKE01487,普通车,正常
BIKE01488,普通车,正常
BIKE01489,普通车,正常
BIKE01490,普通车,正常
BIKE01491,普通车,正常
BIKE01492,助力车,正常
BIKE01493,普通车,正常
BIKE01494,普通车,正常
BIKE01495,普通车,正常
BIKE01496,普通车,正常
BIKE01497,助力车,维修
BIKE01498,助力车,正常
BIKE01499,普通车,正常
BIKE01500,助力车,正常
BIKE01501,普通车,正常
BIKE01502,普通车,正常
BIKE01503,普通车,维修
BIKE01504,普通车,维修
BIKE01505,普通车,正常
BIKE01506,普通车,正常
BIKE01507,普通车,正常
BIKE01508,普通车,正常
BIKE01509,普通车,正常
BIKE01510,普通车,正常
BIKE01511,助力车,正常
BIKE01512,普通车,维修
BIKE01513,助力车,正常
BIKE01514,普通车,正常
BIKE01515,助力车,正常
BIKE01516,普通车,正常
BIKE01517,普通车,正常
BIKE01518,普通车,正常
BIKE01519,普通车,正常
BIKE01520,普通车,正常
BIKE01521,助力车,正常
BIKE01522,普通车,正常
BIKE01523,助力车,正常
BIKE01524,助力车,正常
BIKE01525,普通车,正常
BIKE01526,普通车,正常
BIKE01527,普通车,正常
BIKE01528,普通车,正常
BIKE01529,普通车,正常
BIKE01530,普通车,维修
BIKE01531,助力车,正常
BIKE01532,助力车,正常
BIKE01533,助力车,正常
BIKE01534,助力车,正常
BIKE01535,助力车,正常
BIKE01536,普通车,正常
BIKE01537,普通车,正常
BIKE01538,普通车,损坏
BIKE01539,普通车,正常
BIKE01540,助力车,正常
BIKE01541,普通车,正常
BIKE01542,普通车,正常
BIKE01543,普通车,维修
BIKE01544,普通车,正常
BIKE01545,普通车,正常
BIKE01546,普通车,正常
BIKE01547,普通车,正常
BIKE01548,普通车,正常
BIKE01549,普通车,正常
BIKE01550,助力车,正常
BIKE01551,助力车,正常
BIKE01552,普通车,正常
BIKE01553,普通车,正常
BIKE01554,普通车,正常
BIKE01555,普通车,正常
BIKE01556,普通车,正常
BIKE01557,助力车,正常
BIKE01558,普通车,正常
BIKE01559,普通车,正常
BIKE01560,普通车,正常
BIKE01561,普通车,正常
BIKE01562,助力车,正常
BIKE01563,普通车,正常
BIKE01564,助力车,正常
BIKE01565,普通车,正常
BIKE01566,普通车,正常
BIKE01567,普通车,维修
BIKE01568,普通车,正常
BIKE01569,普通车,正常
BIKE01570,普通车,正常
BIKE01571,普通车,正常
BIKE01572,助力车,正常
BIKE01573,普通车,正常
BIKE01574,普通车,正常
BIKE01575,助力车,正常
BIKE01576,助力车,正常
BIKE01577,助力车,正常
BIKE01578,助力车,正常
BIKE01579,普通车,正常
BIKE01580,普通车,正常
BIKE01581,助力车,正常
BIKE01582,助力车,正常
BIKE01583,普通车,正常
BIKE01584,普通车,正常
BIKE01585,助力车,正常
BIKE01586,普通车,正常
BIKE01587,普通车,正常
BIKE01588,普通车,损坏
BIKE01589,助力车,正常
BIKE01590,助力车,正常
BIKE01591,助力车,正常
BIKE01592,普通车,维修
BIKE01593,普通车,正常
BIKE01594,助力车,正常
BIKE01595,普通车,正常
BIKE01596,助力车,正常
BIKE01597,助力车,正常
BIKE01598,助力车,正常
BIKE01599,普通车,正常
BIKE01600,普通车,正常
BIKE01601,助力车,正常
BIKE01602,助力车,正常
BIKE01603,普通车,正常
BIKE01604,助力车,正常
BIKE01605,普通车,正常
BIKE01606,普通车,正常
BIKE01607,普通车,正常
BIKE01608,助力车,正常
BIKE01609,助力车,正常
BIKE01610,助力车,维修
BIKE01611,助力车,损坏
BIKE01612,普通车,维修
BIKE01613,助力车,正常
BIKE01614,普通车,维修
BIKE01615,普通车,正常
BIKE01616,普通车,正常
BIKE01617,普通车,正常
BIKE01618,普通车,正常
BIKE01619,助力车,正常
BIKE01620,普通车,正常
BIKE01621,助力车,正常
BIKE01622,普通车,正常
BIKE01623,助力车,正常
BIKE01624,普通车,正常
BIKE01625,普通车,正常
BIKE01626,普通车,正常
BIKE01627,普通车,正常
BIKE01628,助力车,维修
BIKE01629,普通车,正常
BIKE01630,助力车,正常
BIKE01631,普通车,正常
BIKE01632,普通车,正常
BIKE01633,助力车,正常
BIKE01634,普通车,正常
BIKE01635,普通车,正常
BIKE01636,普通车,正常
BIKE01637,助力车,正常
BIKE01638,普通车,正常
BIKE01639,助力车,正常
BIKE01640,助力车,正常
BIKE01641,助力车,正常
BIKE01642,普通车,正常
BIKE01643,普通车,正常
BIKE01644,普通车,正常
BIKE01645,助力车,正常
BIKE01646,助力车,正常
BIKE01647,助力车,正常
BIKE01648,助力车,正常
BIKE01649,普通车,正常
BIKE01650,普通车,正常
BIKE01651,普通车,正常
BIKE01652,普通车,正常
BIKE01653,普通车,正常
BIKE01654,普通车,正常
BIKE01655,助力车,正常
BIKE01656,普通车,正常
BIKE01657,普通车,正常
BIKE01658,助力车,正常
BIKE01659,助力车,正常
BIKE01660,普通车,正常
BIKE01661,助力车,维修
BIKE01662,助力车,正常
BIKE01663,普通车,正常
BIKE01664,助力车,正常
BIKE01665,助力车,正常
BIKE01666,普通车,正常
BIKE01667,普通车,正常
BIKE01668,助力车,正常
BIKE01669,普通车,正常
BIKE01670,普通车,正常
BIKE01671,普通车,正常
BIKE01672,普通车,正常
BIKE01673,助力车,正常
BIKE01674,助力车,正常
BIKE01675,普通车,正常
BIKE01676,助力车,正常
BIKE01677,普通车,正常
BIKE01678,普通车,正常
BIKE01679,普通车,正常
BIKE01680,普通车,正常
BIKE01681,普通车,正常
BIKE01682,普通车,正常
BIKE01683,普通车,正常
BIKE01684,普通车,正常
BIKE01685,助力车,损坏
BIKE01686,普通车,正常
BIKE01687,普通车,正常
BIKE01688,助力车,正常
BIKE01689,普通车,正常
BIKE01690,普通车,正常
BIKE01691,助力车,正常
BIKE01692,普通车,维修
BIKE01693,助力车,正常
BIKE01694,普通车,正常
BIKE01695,普通车,损坏
BIKE01696,普通车,正常
BIKE01697,普通车,正常
BIKE01698,普通车,维修
BIKE01699,助力车,正常
BIKE01700,普通车,正常
BIKE01701,普通车,正常
BIKE01702,普通车,正常
BIKE01703,助力车,正常
BIKE01704,普通车,正常
BIKE01705,普通车,正常
BIKE01706,助力车,正常
BIKE01707,普通车,维修
BIKE01708,助力车,正常
BIKE01709,普通车,正常
BIKE01710,普通车,正常
BIKE01711,助力车,正常
BIKE01712,助力车,正常
BIKE01713,普通车,正常
BIKE01714,助力车,正常
BIKE01715,普通车,正常
BIKE01716,助力车,正常
BIKE01717,普通车,维修
BIKE01718,普通车,正常
BIKE01719,助力车,正常
BIKE01720,普通车,正常
BIKE01721,助力车,正常
BIKE01722,普通车,正常
BIKE01723,普通车,正常
BIKE01724,普通车,正常
BIKE01725,普通车,正常
BIKE01726,普通车,维修
BIKE01727,助力车,正常
BIKE01728,助力车,正常
BIKE01729,普通车,正常
BIKE01730,助力车,正常
BIKE01731,普通车,正常
BIKE01732,普通车,正常
BIKE01733,普通车,正常
BIKE01734,助力车,正常
BIKE01735,普通车,正常
BIKE01736,助力车,正常
BIKE01737,助力车,正常
BIKE01738,普通车,正常
BIKE01739,助力车,维修
BIKE01740,普通车,正常
BIKE01741,助力车,正常
BIKE01742,普通车,正常
BIKE01743,普通车,正常
BIKE01744,助力车,正常
BIKE01745,普通车,正常
BIKE01746,助力车,正常
BIKE01747,助力车,正常
BIKE01748,助力车,正常
BIKE01749,普通车,维修
BIKE01750,普通车,正常
BIKE01751,普通车,正常
BIKE01752,普通车,正常
BIKE01753,普通车,正常
BIKE01754,普通车,正常
BIKE01755,普通车,正常
BIKE01756,普通车,正常
BIKE01757,助力车,正常
BIKE01758,普通车,损坏
BIKE01759,普通车,正常
BIKE01760,助力车,正常
BIKE01761,普通车,正常
BIKE01762,普通车,维修
BIKE01763,助力车,正常
BIKE01764,助力车,正常
BIKE01765,助力车,正常
BIKE01766,普通车,正常
BIKE01767,普通车,正常
BIKE01768,普通车,正常
BIKE01769,普通车,正常
BIKE01770,普通车,正常
BIKE01771,普通车,正常
BIKE01772,助力车,维修
BIKE01773,普通车,正常
BIKE01774,普通车,正常
BIKE01775,助力车,正常
BIKE01776,普通车,正常
BIKE01777,普通车,正常
BIKE01778,普通车,正常
BIKE01779,普通车,正常
BIKE01780,普通车,维修
BIKE01781,助力车,正常
BIKE01782,普通车,维修
BIKE01783,普通车,正常
BIKE01784,助力车,正常
BIKE01785,助力车,正常
BIKE01786,普通车,正常
BIKE01787,普通车,正常
BIKE01788,普通车,维修
BIKE01789,普通车,正常
BIKE01790,普通车,正常
BIKE01791,助力车,正常
BIKE01792,普通车,正常
BIKE01793,普通车,正常
BIKE01794,助力车,正常
BIKE01795,助力车,正常
BIKE01796,普通车,正常
BIKE01797,普通车,正常
BIKE01798,普通车,正常
BIKE01799,普通车,正常
BIKE01800,普通车,维修
BIKE01801,普通车,正常
BIKE01802,普通车,正常
BIKE01803,普通车,正常
BIKE01804,助力车,正常
BIKE01805,普通车,正常
BIKE01806,普通车,正常
BIKE01807,助力车,正常
BIKE01808,助力车,正常
BIKE01809,普通车,正常
BIKE01810,普通车,正常
BIKE01811,普通车,正常
BIKE01812,普通车,正常
BIKE01813,普通车,正常
BIKE01814,普通车,正常
BIKE01815,助力车,正常
BIKE01816,助力车,正常
BIKE01817,助力车,正常
BIKE01818,普通车,维修
BIKE01819,普通车,正常
BIKE01820,助力车,维修
BIKE01821,助力车,正常
BIKE01822,普通车,正常
BIKE01823,普通车,正常
BIKE01824,普通车,维修
BIKE01825,普通车,正常
BIKE01826,普通车,正常
BIKE01827,助力车,正常
BIKE01828,普通车,正常
BIKE01829,普通车,正常
BIKE01830,普通车,正常
BIKE01831,助力车,正常
BIKE01832,普通车,正常
BIKE01833,助力车,正常
BIKE01834,助力车,正常
BIKE01835,普通车,正常
BIKE01836,普通车,正常
BIKE01837,普通车,正常
BIKE01838,普通车,正常
BIKE01839,普通车,正常
BIKE01840,助力车,损坏
BIKE01841,普通车,正常
BIKE01842,普通车,正常
BIKE01843,助力车,正常
BIKE01844,助力车,正常
BIKE01845,普通车,正常
BIKE01846,普通车,正常
BIKE01847,普通车,正常
BIKE01848,助力车,正常
BIKE01849,助力车,正常
BIKE01850,助力车,正常
BIKE01851,普通车,正常
BIKE01852,普通车,正常
BIKE01853,助力车,正常
BIKE01854,普通车,正常
BIKE01855,助力车,正常
BIKE01856,普通车,正常
BIKE01857,助力车,正常
BIKE01858,普通车,正常
BIKE01859,普通车,正常
BIKE01860,普通车,正常
BIKE01861,普通车,损坏
BIKE01862,普通车,正常
BIKE01863,普通车,正常
BIKE01864,助力车,正常
BIKE01865,助力车,正常
BIKE01866,助力车,正常
BIKE01867,助力车,正常
BIKE01868,助力车,正常
BIKE01869,普通车,正常
BIKE01870,普通车,正常
BIKE01871,助力车,正常
BIKE01872,普通车,正常
BIKE01873,普通车,正常
BIKE01874,普通车,正常
BIKE01875,助力车,正常
BIKE01876,普通车,维修
BIKE01877,普通车,正常
BIKE01878,助力车,正常
BIKE01879,助力车,正常
BIKE01880,助力车,正常
BIKE01881,助力车,正常
BIKE01882,普通车,正常
BIKE01883,普通车,正常
BIKE01884,普通车,正常
BIKE01885,助力车,正常
BIKE01886,助力车,正常
BIKE01887,普通车,正常
BIKE01888,普通车,正常
BIKE01889,普通车,正常
BIKE01890,普通车,正常
BIKE01891,普通车,正常
BIKE01892,助力车,正常
BIKE01893,普通车,损坏
BIKE01894,普通车,正常
BIKE01895,助力车,损坏
BIKE01896,普通车,正常
BIKE01897,普通车,正常
BIKE01898,普通车,正常
BIKE01899,普通车,正常
BIKE01900,普通车,正常
BIKE01901,普通车,正常
BIKE01902,普通车,正常
BIKE01903,普通车,正常
BIKE01904,普通车,正常
BIKE01905,普通车,正常
BIKE01906,普通车,正常
BIKE01907,普通车,正常
BIKE01908,普通车,正常
BIKE01909,普通车,正常
BIKE01910,普通车,正常
BIKE01911,助力车,维修
BIKE01912,普通车,维修
BIKE01913,助力车,维修
BIKE01914,普通车,正常
BIKE01915,普通车,正常
BIKE01916,普通车,正常
BIKE01917,普通车,维修
BIKE01918,普通车,维修
BIKE01919,普通车,正常
BIKE01920,普通车,正常
BIKE01921,助力车,正常
BIKE01922,普通车,正常
BIKE01923,普通车,正常
BIKE01924,普通车,正常
BIKE01925,助力车,正常
BIKE01926,普通车,正常
BIKE01927,普通车,正常
BIKE01928,普通车,正常
BIKE01929,普通车,正常
BIKE01930,普通车,正常
BIKE01931,普通车,损坏
BIKE01932,普通车,正常
BIKE01933,普通车,正常
BIKE01934,普通车,正常
BIKE01935,普通车,正常
BIKE01936,普通车,正常
BIKE01937,普通车,正常
BIKE01938,普通车,正常
BIKE01939,普通车,正常
BIKE01940,普通车,正常
BIKE01941,助力车,正常
BIKE01942,助力车,正常
BIKE01943,普通车,正常
BIKE01944,普通车,正常
BIKE01945,普通车,正常
BIKE01946,助力车,正常
BIKE01947,助力车,正常
BIKE01948,普通车,正常
BIKE01949,普通车,正常
BIKE01950,助力车,正常
BIKE01951,助力车,正常
BIKE01952,普通车,正常
BIKE01953,普通车,正常
BIKE01954,助力车,正常
BIKE01955,助力车,正常
BIKE01956,普通车,正常
BIKE01957,普通车,正常
BIKE01958,普通车,正常
BIKE01959,助力车,正常
BIKE01960,助力车,正常
BIKE01961,助力车,正常
BIKE01962,普通车,正常
BIKE01963,普通车,正常
BIKE01964,普通车,维修
BIKE01965,助力车,正常
BIKE01966,助力车,正常
BIKE01967,普通车,正常
BIKE01968,助力车,正常
BIKE01969,普通车,正常
BIKE01970,普通车,正常
BIKE01971,普通车,正常
BIKE01972,普通车,正常
BIKE01973,普通车,正常
BIKE01974,助力车,正常
BIKE01975,普通车,正常
BIKE01976,普通车,正常
BIKE01977,助力车,正常
BIKE01978,助力车,正常
BIKE01979,普通车,维修
BIKE01980,助力车,正常
BIKE01981,普通车,正常
BIKE01982,普通车,正常
BIKE01983,普通车,正常
BIKE01984,普通车,正常
BIKE01985,普通车,正常
BIKE01986,普通车,维修
BIKE01987,普通车,正常
BIKE01988,普通车,正常
BIKE01989,普通车,正常
BIKE01990,普通车,正常
BIKE01991,普通车,正常
BIKE01992,助力车,正常
BIKE01993,普通车,损坏
